config,mode,seed,macro_f1_unet,mean_iou_unet,overall_accuracy_unet,iou_WET_unet,f1_WET_unet,iou_UPL_unet,f1_UPL_unet,macro_f1_unet3plus,mean_iou_unet3plus,overall_accuracy_unet3plus,iou_WET_unet3plus,f1_WET_unet3plus,iou_UPL_unet3plus,f1_UPL_unet3plus,macro_f1_mbfusion,mean_iou_mbfusion,overall_accuracy_mbfusion,iou_WET_mbfusion,f1_WET_mbfusion,iou_UPL_mbfusion,f1_UPL_mbfusion,delta_macro_f1_unet3plus,delta_mean_iou_unet3plus,delta_overall_accuracy_unet3plus,delta_iou_WET_unet3plus,delta_f1_WET_unet3plus,delta_iou_UPL_unet3plus,delta_f1_UPL_unet3plus,delta_macro_f1_mbfusion,delta_mean_iou_mbfusion,delta_overall_accuracy_mbfusion,delta_iou_WET_mbfusion,delta_f1_WET_mbfusion,delta_iou_UPL_mbfusion,delta_f1_UPL_mbfusion
fld_chmret_leafoff,binary,0,0.8051,0.6797,0.8313,0.5793,0.7336,0.7802,0.8765,0.8058,0.6799,0.8282,0.5873,0.74,0.7726,0.8717,0.8115,0.6912,0.8485,0.5723,0.728,0.81,0.895,0.0006999999999999229,0.00019999999999997797,-0.0030999999999999917,0.008000000000000007,0.006399999999999961,-0.007600000000000051,-0.0047999999999999154,0.006399999999999961,0.011500000000000066,0.017199999999999993,-0.007000000000000006,-0.005600000000000049,0.02980000000000005,0.018500000000000072
fld_chmret_leafoff,binary,1,0.85,0.7447,0.8784,0.6456,0.7847,0.8437,0.9153,0.8465,0.7392,0.8735,0.6421,0.7821,0.8363,0.9109,0.852,0.748,0.8817,0.6471,0.7858,0.849,0.9183,-0.0034999999999999476,-0.00550000000000006,-0.004899999999999904,-0.0034999999999999476,-0.0025999999999999357,-0.007399999999999962,-0.0043999999999999595,0.0020000000000000018,0.0032999999999999696,0.0033000000000000806,0.0015000000000000568,0.001100000000000101,0.005299999999999971,0.0030000000000000027
fld_chmret_leafoff,binary,2,0.8601,0.7597,0.8876,0.664,0.7981,0.8554,0.9221,0.8682,0.7719,0.8943,0.6801,0.8096,0.8636,0.9268,0.8494,0.7429,0.873,0.6526,0.7898,0.8333,0.909,0.008099999999999996,0.012199999999999989,0.006700000000000039,0.016100000000000003,0.011499999999999955,0.008199999999999985,0.0046999999999999265,-0.010699999999999932,-0.016800000000000037,-0.014599999999999946,-0.011400000000000077,-0.008300000000000085,-0.02210000000000001,-0.0131
fld_chmret_leafoff,binary,3,0.8233,0.7073,0.8581,0.5935,0.7449,0.821,0.9017,0.7964,0.6715,0.8381,0.5434,0.7042,0.7995,0.8886,0.8087,0.6884,0.8508,0.5612,0.7189,0.8156,0.8985,-0.026900000000000035,-0.035800000000000054,-0.020000000000000018,-0.05010000000000003,-0.04069999999999996,-0.021499999999999964,-0.0131,-0.014600000000000057,-0.018900000000000028,-0.007299999999999973,-0.032299999999999995,-0.026000000000000023,-0.00539999999999996,-0.0031999999999999806
fld_chmret_leafoff,binary,4,0.8434,0.7357,0.8752,0.6299,0.773,0.8415,0.9139,0.8459,0.7389,0.8753,0.6374,0.7786,0.8404,0.9133,0.8557,0.7539,0.8871,0.6508,0.7885,0.857,0.923,0.0024999999999999467,0.0031999999999999806,9.999999999998899e-05,0.007499999999999951,0.005599999999999938,-0.0010999999999999899,-0.0006000000000000449,0.012299999999999978,0.018199999999999994,0.011900000000000022,0.02090000000000003,0.015499999999999958,0.015499999999999958,0.009099999999999997
fld_chmret_leafoff,binary,mean,0.8363800000000001,0.72542,0.8661199999999999,0.62246,0.76686,0.82836,0.9058999999999999,0.83256,0.72028,0.86188,0.61806,0.7629,0.82248,0.9022600000000001,0.83546,0.7248800000000001,0.86822,0.6167999999999999,0.7622,0.83298,0.9087599999999998,-0.0038200000000000235,-0.005140000000000033,-0.004239999999999977,-0.004400000000000004,-0.003960000000000008,-0.005879999999999996,-0.0036399999999999987,-0.0009200000000000097,-0.0005400000000000072,0.002100000000000035,-0.005659999999999998,-0.00466000000000002,0.004620000000000002,0.002860000000000018
