config,label,lidar,spectral,featureset,class,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,f1_mean,f1_std,f1_count,iou_mean,iou_std,iou_count
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,UPL,0.91282,0.021370938210569963,5,0.90016,0.036318700417278145,5,0.9058999999999999,0.018005554698481318,5,0.82836,0.02963398386987484,5
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,WET,0.75836,0.05429445643894044,5,0.7805,0.05221776517623095,5,0.76686,0.027020233159615773,5,0.62246,0.03541839917331105,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,UPL,0.90754,0.02273737012057463,5,0.8892199999999999,0.04726210955934995,5,0.8973600000000002,0.020525057856191235,5,0.81434,0.033073297386260095,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,WET,0.7385200000000001,0.07079771888980604,5,0.76804,0.060104267735328086,5,0.7487600000000001,0.025802577390640694,5,0.59896,0.03275779296594938,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,UPL,0.90822,0.030272710483205855,5,0.9101800000000001,0.026409316537918913,5,0.9086000000000001,0.011746488837095096,5,0.83266,0.019680015243896554,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,WET,0.7724,0.04371264119222264,5,0.76454,0.0792606333560362,5,0.7647999999999999,0.03198655967746454,5,0.62002,0.04130462443843303,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,UPL,0.9126,0.02844195844171074,5,0.8871600000000001,0.050831122356288776,5,0.89876,0.02758927327785204,5,0.81702,0.0448655435718771,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,WET,0.73872,0.06738384079287854,5,0.7828,0.07035655619769912,5,0.7566200000000001,0.04259749992663893,5,0.60998,0.05459713362439461,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,UPL,0.90678,0.024323794934179164,5,0.90526,0.04695559604562595,5,0.90514,0.021253305625243295,5,0.8272600000000001,0.03483321690570654,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,WET,0.7675,0.06965902669432011,5,0.76166,0.0642003348900923,5,0.76034,0.0295105574328917,5,0.6141,0.03832466568673497,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,UPL,0.89094,0.017439266039601588,5,0.89796,0.03504579860696571,5,0.8941800000000001,0.02190152962694617,5,0.80914,0.035779295688987516,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,WET,0.73942,0.059765307662556215,5,0.7201000000000001,0.03361011752434082,5,0.72832,0.03381186182392208,5,0.57362,0.04175849614150396,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,UPL,0.9145199999999999,0.008713036210185269,5,0.8635999999999999,0.05102092707899376,5,0.8877200000000001,0.028780236274221254,5,0.79908,0.04618670804463118,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,WET,0.70228,0.07229652135476505,5,0.79406,0.019830103378449614,5,0.74336,0.03947990628155033,5,0.5927800000000001,0.04991584918640571,5
nwifield_chmret_leafoff,nwifield,chmret,leafoff,chmret_leafoff,UPL,0.92662,0.026585465954163764,5,0.88788,0.04085525669971984,5,0.906,0.016087728242359177,5,0.8283999999999999,0.026761726401710297,5
nwifield_chmret_leafoff,nwifield,chmret,leafoff,chmret_leafoff,WET,0.7468999999999999,0.06148406297570128,5,0.8196,0.06846469893309984,5,0.7776,0.023633027736623166,5,0.63662,0.03188403989459305,5
