config,seed,class,channel_index,geomorphon_value,geomorphon_form,mean_abs_shap
fld_chmret_leafoff,4,UPL,2,3,ridge,1.73383486981038e-05
fld_chmret_leafoff,4,UPL,3,4,shoulder,1.4650344382971525e-05
fld_chmret_leafoff,4,UPL,4,5,spur,2.355250035179779e-05
fld_chmret_leafoff,4,UPL,5,6,slope,5.06302276335191e-05
fld_chmret_leafoff,4,UPL,6,7,hollow,2.622228566906415e-05
fld_chmret_leafoff,4,UPL,7,8,footslope,3.0236149541451596e-05
fld_chmret_leafoff,4,UPL,8,9,valley,3.632236257544719e-05
fld_chmret_leafoff,4,UPL,9,10,pit,4.639951839635614e-06
fld_chmret_leafoff,4,overall,0,1,flat,4.8814938054420054e-05
fld_chmret_leafoff,4,overall,1,2,peak,3.6810163237532834e-06
fld_chmret_leafoff,4,overall,2,3,ridge,1.5674288079026155e-05
fld_chmret_leafoff,4,overall,3,4,shoulder,1.360694568575127e-05
fld_chmret_leafoff,4,overall,4,5,spur,2.1234676751191728e-05
fld_chmret_leafoff,4,overall,5,6,slope,4.662835272029042e-05
fld_chmret_leafoff,4,overall,6,7,hollow,2.4099284928524867e-05
fld_chmret_leafoff,4,overall,7,8,footslope,2.8289989131735638e-05
fld_chmret_leafoff,4,overall,8,9,valley,3.3197025913977996e-05
fld_chmret_leafoff,4,overall,9,10,pit,4.162309323874069e-06
fld_chmret_leafon,0,WET,0,1,flat,0.00010208787716692314
fld_chmret_leafon,0,WET,1,2,peak,5.25732821188285e-06
fld_chmret_leafon,0,WET,2,3,ridge,3.070718958042562e-05
fld_chmret_leafon,0,WET,3,4,shoulder,4.7042023652466014e-05
fld_chmret_leafon,0,WET,4,5,spur,3.315616413601674e-05
fld_chmret_leafon,0,WET,5,6,slope,8.926734153646976e-05
fld_chmret_leafon,0,WET,6,7,hollow,3.4705350117292255e-05
fld_chmret_leafon,0,WET,7,8,footslope,5.445275382953696e-05
fld_chmret_leafon,0,WET,8,9,valley,5.340297502698377e-05
fld_chmret_leafon,0,WET,9,10,pit,9.673365639173426e-06
fld_chmret_leafon,0,UPL,0,1,flat,7.481208740500733e-05
fld_chmret_leafon,0,UPL,1,2,peak,3.890396328642964e-06
fld_chmret_leafon,0,UPL,2,3,ridge,2.2698981410940178e-05
fld_chmret_leafon,0,UPL,3,4,shoulder,3.397605905774981e-05
fld_chmret_leafon,0,UPL,4,5,spur,2.4997843866003677e-05
fld_chmret_leafon,0,UPL,5,6,slope,6.701897655148059e-05
fld_chmret_leafon,0,UPL,6,7,hollow,2.6154148144996725e-05
fld_chmret_leafon,0,UPL,7,8,footslope,3.976284642703831e-05
fld_chmret_leafon,0,UPL,8,9,valley,3.9825012208893895e-05
fld_chmret_leafon,0,UPL,9,10,pit,7.273544724739622e-06
fld_chmret_leafon,0,overall,0,1,flat,8.844998228596523e-05
fld_chmret_leafon,0,overall,1,2,peak,4.573862497636583e-06
fld_chmret_leafon,0,overall,2,3,ridge,2.6703084586188197e-05
fld_chmret_leafon,0,overall,3,4,shoulder,4.050903953611851e-05
fld_chmret_leafon,0,overall,4,5,spur,2.907700400101021e-05
fld_chmret_leafon,0,overall,5,6,slope,7.814315904397517e-05
fld_chmret_leafon,0,overall,6,7,hollow,3.0429750040639192e-05
fld_chmret_leafon,0,overall,7,8,footslope,4.710780194727704e-05
fld_chmret_leafon,0,overall,8,9,valley,4.661399361793883e-05
fld_chmret_leafon,0,overall,9,10,pit,8.473454727209173e-06
fld_chmret_leafon,1,WET,0,1,flat,6.296351057244465e-05
fld_chmret_leafon,1,WET,1,2,peak,2.8934869078511838e-06
fld_chmret_leafon,1,WET,2,3,ridge,1.8179602193413302e-05
fld_chmret_leafon,1,WET,3,4,shoulder,2.4295508410432376e-05
fld_chmret_leafon,1,WET,4,5,spur,1.4279792594606988e-05
fld_chmret_leafon,1,WET,5,6,slope,5.3888790716882795e-05
fld_chmret_leafon,1,WET,6,7,hollow,1.934421743499115e-05
fld_chmret_leafon,1,WET,7,8,footslope,2.6793170036398806e-05
fld_chmret_leafon,1,WET,8,9,valley,2.4517761630704626e-05
fld_chmret_leafon,1,WET,9,10,pit,4.34973571827868e-06
fld_chmret_leafon,1,UPL,0,1,flat,3.8464258977910504e-05
fld_chmret_leafon,1,UPL,1,2,peak,1.862148565123789e-06
fld_chmret_leafon,1,UPL,2,3,ridge,1.2040573892591055e-05
fld_chmret_leafon,1,UPL,3,4,shoulder,1.5165544937190134e-05
fld_chmret_leafon,1,UPL,4,5,spur,9.531153409625404e-06
fld_chmret_leafon,1,UPL,5,6,slope,3.5268818464828655e-05
fld_chmret_leafon,1,UPL,6,7,hollow,1.2843511285609566e-05
fld_chmret_leafon,1,UPL,7,8,footslope,1.6550551663385704e-05
fld_chmret_leafon,1,UPL,8,9,valley,1.58274906425504e-05
fld_chmret_leafon,1,UPL,9,10,pit,2.8879253477498423e-06
fld_chmret_leafon,1,overall,0,1,flat,5.071388295618817e-05
fld_chmret_leafon,1,overall,1,2,peak,2.3778177364874864e-06
fld_chmret_leafon,1,overall,2,3,ridge,1.511008849774953e-05
fld_chmret_leafon,1,overall,3,4,shoulder,1.9730527128558606e-05
fld_chmret_leafon,1,overall,4,5,spur,1.1905473002116196e-05
fld_chmret_leafon,1,overall,5,6,slope,4.457880277186632e-05
fld_chmret_leafon,1,overall,6,7,hollow,1.609386526979506e-05
fld_chmret_leafon,1,overall,7,8,footslope,2.1671861759386957e-05
fld_chmret_leafon,1,overall,8,9,valley,2.0172625227132812e-05
fld_chmret_leafon,1,overall,9,10,pit,3.618830533014261e-06
fld_chmret_leafon,2,WET,0,1,flat,7.122968236217275e-05
fld_chmret_leafon,2,WET,1,2,peak,4.134356458962429e-06
fld_chmret_leafon,2,WET,2,3,ridge,1.7277350707445294e-05
fld_chmret_leafon,2,WET,3,4,shoulder,1.8341657778364606e-05
fld_chmret_leafon,2,WET,4,5,spur,2.1077899873489514e-05
fld_chmret_leafon,2,WET,5,6,slope,7.04107151250355e-05
fld_chmret_leafon,2,WET,6,7,hollow,2.9870623620809056e-05
fld_chmret_leafon,2,WET,7,8,footslope,4.7382967750309035e-05
fld_chmret_leafon,2,WET,8,9,valley,4.114803596166894e-05
fld_chmret_leafon,2,WET,9,10,pit,7.442592959705507e-06
fld_chmret_leafon,2,UPL,0,1,flat,5.1019123930018395e-05
fld_chmret_leafon,2,UPL,1,2,peak,2.7923574634769466e-06
fld_chmret_leafon,2,UPL,2,3,ridge,1.1351116881996859e-05
fld_chmret_leafon,2,UPL,3,4,shoulder,1.253668415301945e-05
fld_chmret_leafon,2,UPL,4,5,spur,1.386222993460251e-05
fld_chmret_leafon,2,UPL,5,6,slope,4.8106390750035644e-05
fld_chmret_leafon,2,UPL,6,7,hollow,1.936991247930564e-05
fld_chmret_leafon,2,UPL,7,8,footslope,3.3721815270837396e-05
fld_chmret_leafon,2,UPL,8,9,valley,2.7135256459587254e-05
fld_chmret_leafon,2,UPL,9,10,pit,4.877932042290922e-06
fld_chmret_leafon,2,overall,0,1,flat,6.112440314609557e-05
fld_chmret_leafon,2,overall,1,2,peak,3.463356961219688e-06
fld_chmret_leafon,2,overall,2,3,ridge,1.4314233339973725e-05
fld_chmret_leafon,2,overall,3,4,shoulder,1.543917096569203e-05
fld_chmret_leafon,2,overall,4,5,spur,1.7470065358793363e-05
