config,arch_unet,seed,macro_f1_unet,mean_iou_unet,overall_accuracy_unet,iou_EMW_unet,iou_FSW_unet,iou_SSW_unet,iou_UPL_unet,arch_unet3plus,macro_f1_unet3plus,mean_iou_unet3plus,overall_accuracy_unet3plus,iou_EMW_unet3plus,iou_FSW_unet3plus,iou_SSW_unet3plus,iou_UPL_unet3plus,delta_macro_f1,delta_mean_iou,delta_overall_accuracy,delta_iou_EMW,delta_iou_FSW,delta_iou_SSW,delta_iou_UPL
fld_chmret_leafoff,unet,0,0.7552,0.6205,0.8606,0.5861,0.5908,0.4411,0.8639,unet3plus,0.7484,0.612,0.8609,0.5217,0.6081,0.4542,0.864,-0.006800000000000028,-0.008500000000000063,0.00029999999999996696,-0.0643999999999999,0.017299999999999982,0.0131,9.999999999998899e-05
fld_chmret_leafoff,unet,1,0.6813,0.5427,0.8396,0.4608,0.538,0.3022,0.87,unet3plus,0.7153,0.5771,0.8518,0.535,0.5467,0.3583,0.8683,0.03400000000000003,0.034399999999999986,0.012199999999999989,0.07420000000000004,0.00869999999999993,0.05609999999999998,-0.0017000000000000348
fld_chmret_leafoff,unet,2,0.7243,0.5874,0.8541,0.525,0.6055,0.3619,0.8571,unet3plus,0.7443,0.6077,0.8552,0.5571,0.5986,0.4178,0.8575,0.019999999999999907,0.020299999999999985,0.0010999999999999899,0.03210000000000002,-0.006900000000000017,0.055900000000000005,0.00040000000000006697
fld_chmret_leafoff,,mean,0.7202666666666667,0.5835333333333333,0.8514333333333334,0.5239666666666666,0.5781000000000001,0.3684,0.8636666666666667,,0.7360000000000001,0.5989333333333332,0.8559666666666667,0.5379333333333335,0.5844666666666666,0.41009999999999996,0.8632666666666666,0.015733333333333304,0.01539999999999997,0.0045333333333333154,0.01396666666666672,0.006366666666666632,0.041699999999999994,-0.00039999999999999297
