config,label,lidar,spectral,featureset,seed,macro_f1,macro_recall,macro_precision,mean_iou,overall_accuracy,in_channels,git_commit,class,precision,recall,f1,iou,support
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.7569,0.7704,0.7462,0.6227,0.866,26,unknown,FSW,0.7338,0.7585,0.7459,0.5948,1012552
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.7569,0.7704,0.7462,0.6227,0.866,26,unknown,SSW,0.5707,0.6831,0.6219,0.4512,287888
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.7569,0.7704,0.7462,0.6227,0.866,26,unknown,UPL,0.9417,0.9219,0.9317,0.8721,3842656
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6846,0.706,0.6682,0.546,0.8391,26,unknown,EMW,0.6207,0.635,0.6278,0.4575,450549
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6846,0.706,0.6682,0.546,0.8391,26,unknown,FSW,0.6933,0.7393,0.7156,0.5571,883989
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6846,0.706,0.6682,0.546,0.8391,26,unknown,SSW,0.412,0.542,0.4682,0.3056,289442
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6846,0.706,0.6682,0.546,0.8391,26,unknown,UPL,0.9469,0.9077,0.9269,0.8637,3881044
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.7385,0.7448,0.7412,0.6016,0.8563,26,unknown,EMW,0.6644,0.7781,0.7168,0.5586,344124
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.7385,0.7448,0.7412,0.6016,0.8563,26,unknown,FSW,0.706,0.7936,0.7472,0.5964,1047046
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.7385,0.7448,0.7412,0.6016,0.8563,26,unknown,SSW,0.658,0.5003,0.5684,0.397,286541
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.7385,0.7448,0.7412,0.6016,0.8563,26,unknown,UPL,0.9365,0.9071,0.9215,0.8545,3827313
