config,label,lidar,spectral,featureset,seed,macro_f1,macro_recall,macro_precision,mean_iou,overall_accuracy,in_channels,git_commit,class,precision,recall,f1,iou,support
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.6559,0.6765,0.66025,0.5086,0.7616,26,unknown,EMW,0.5331,0.8084,0.6425,0.4733,621544
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.6559,0.6765,0.66025,0.5086,0.7616,26,unknown,FSW,0.6685,0.6978,0.6828,0.5184,966100
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.6559,0.6765,0.66025,0.5086,0.7616,26,unknown,SSW,0.5448,0.3525,0.4281,0.2723,566727
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,0,0.6559,0.6765,0.66025,0.5086,0.7616,26,unknown,UPL,0.8946,0.8473,0.8703,0.7704,3088482
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6215,0.64735,0.607175,0.4684,0.7165,26,unknown,EMW,0.4013,0.4295,0.4149,0.2618,532418
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6215,0.64735,0.607175,0.4684,0.7165,26,unknown,FSW,0.632,0.8011,0.7066,0.5463,1459626
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6215,0.64735,0.607175,0.4684,0.7165,26,unknown,SSW,0.5001,0.6142,0.5513,0.3806,662690
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,1,0.6215,0.64735,0.607175,0.4684,0.7165,26,unknown,UPL,0.8953,0.7446,0.8131,0.685,3440085
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.5844,0.6168750000000001,0.56715,0.4305,0.6833,26,unknown,EMW,0.322,0.4692,0.3819,0.236,424418
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.5844,0.6168750000000001,0.56715,0.4305,0.6833,26,unknown,FSW,0.6009,0.7034,0.6481,0.4794,1327131
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.5844,0.6168750000000001,0.56715,0.4305,0.6833,26,unknown,SSW,0.4607,0.5655,0.5078,0.3403,793850
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,2,0.5844,0.6168750000000001,0.56715,0.4305,0.6833,26,unknown,UPL,0.885,0.7294,0.7997,0.6663,3418375
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,3,0.6311,0.630575,0.6609750000000001,0.4861,0.8229,26,unknown,EMW,0.7018,0.4415,0.542,0.3718,639905
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,3,0.6311,0.630575,0.6609750000000001,0.4861,0.8229,26,unknown,FSW,0.6753,0.5594,0.6119,0.4408,1517832
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,3,0.6311,0.630575,0.6609750000000001,0.4861,0.8229,26,unknown,SSW,0.3799,0.5925,0.463,0.3012,317108
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,3,0.6311,0.630575,0.6609750000000001,0.4861,0.8229,26,unknown,UPL,0.8869,0.9289,0.9074,0.8305,6765731
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,4,0.6333,0.674825,0.608375,0.4858,0.799,26,unknown,EMW,0.477,0.6791,0.5604,0.3893,549262
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,4,0.6333,0.674825,0.608375,0.4858,0.799,26,unknown,FSW,0.525,0.703,0.6011,0.4297,1170508
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,4,0.6333,0.674825,0.608375,0.4858,0.799,26,unknown,SSW,0.4916,0.46,0.4752,0.3117,623619
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,4,0.6333,0.674825,0.608375,0.4858,0.799,26,unknown,UPL,0.9399,0.8572,0.8966,0.8127,6700579
