config,level_sort,macro_f1_mean,macro_f1_std,mean_iou_mean,mean_iou_std,train_patches,iou_WET_mean,iou_WET_std,iou_UPL_mean,iou_UPL_std
fld_chmret_leafoff,100.0,0.79198,0.03770804953852694,0.6615,0.051950312799828285,100.0,0.58758,0.06734791756246072,0.73544,0.08178351300842976
fld_chmret_leafoff,200.0,0.82872,0.016308801304816975,0.71142,0.024713194856189648,200.0,0.64734,0.046457755003874196,0.77556,0.067190051346907
fld_chmret_leafoff,300.0,0.8438399999999999,0.012283851187636549,0.733,0.01699308682964926,300.0,0.6752,0.0538260624604847,0.7908,0.04768684304921016
fld_chmret_leafoff,400.0,0.82738,0.02331988421926664,0.70952,0.03429893584355066,400.0,0.64862,0.050830866606816766,0.7704799999999999,0.07153144063976345
fld_chmret_leafoff,500.0,0.84216,0.013378265956393638,0.7306,0.017925122035846817,472.0,0.67256,0.05933129865425163,0.7886200000000001,0.044758764504843083
fld_chmret_leafoff,inf,0.837,0.004890807704254981,0.7227399999999999,0.003893969696851759,474.0,0.66666,0.05355056488964428,0.7788,0.048207572019341546
