config,label,lidar,spectral,featureset,class,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,f1_mean,f1_std,f1_count,iou_mean,iou_std,iou_count
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,EMW,0.60332,0.1499978566513535,5,0.66218,0.10546106864620704,5,0.6189199999999999,0.08055260393059929,5,0.45196000000000003,0.08130066420392885,5
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,FSW,0.51146,0.07431061835296485,5,0.52946,0.10159875983495074,5,0.5154799999999999,0.0615943747431533,5,0.34904,0.0541648225327103,5
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,SSW,0.4595000000000001,0.09316214359921096,5,0.4878,0.06557347024521426,5,0.46874000000000005,0.059763433636296374,5,0.3077,0.05093181716766053,5
fld_chmret_leafoff,fld,chmret,leafoff,chmret_leafoff,UPL,0.9083600000000001,0.022947178475795246,5,0.8871399999999999,0.03836199942651582,5,0.8969799999999999,0.01865628580398575,5,0.8136800000000001,0.03010966622199584,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,EMW,0.58072,0.12924493026807668,5,0.6220399999999999,0.11893697070297361,5,0.5959800000000001,0.1043255337872757,5,0.43050000000000005,0.10148839835173279,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,FSW,0.5011599999999999,0.07057122643117376,5,0.58576,0.08841585265098112,5,0.5382,0.06794427864066263,5,0.37039999999999995,0.0600305338973426,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,SSW,0.46975999999999996,0.14620095074930262,5,0.5243399999999999,0.08661153502853997,5,0.48907999999999996,0.11427782812076895,5,0.33002,0.10516580718085133,5
fld_chmret_leafon,fld,chmret,leafon,chmret_leafon,UPL,0.9178599999999999,0.023512507309940405,5,0.86362,0.052062193576529185,5,0.8889799999999999,0.02874816515884103,5,0.80116,0.0456431046270957,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,EMW,0.54154,0.18093724879084458,5,0.66852,0.10783847643582506,5,0.58718,0.13428746032299518,5,0.42560000000000003,0.1319595771439118,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,FSW,0.5123599999999999,0.07812667918195422,5,0.57912,0.05778587197576928,5,0.5372600000000001,0.027367188383171544,5,0.36764,0.025267231743901008,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,SSW,0.44308,0.13667295635933246,5,0.34176,0.06852016491515472,5,0.3832,0.08785849418240677,5,0.23998,0.06813495431861682,5
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,UPL,0.9139200000000001,0.022510153264693692,5,0.8835599999999999,0.031003032109779175,5,0.89802,0.016552250602259493,5,0.8152799999999999,0.027007350851203493,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,EMW,0.49104000000000003,0.16345894897496435,5,0.5849,0.12322018909253465,5,0.51504,0.08890437559535523,5,0.35056000000000004,0.07820631688041572,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,FSW,0.48328,0.05825643312115841,5,0.6045,0.08027804805798408,5,0.53088,0.02168921390922223,5,0.36160000000000003,0.019910675528469646,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,SSW,0.37098,0.07415276124326052,5,0.32448,0.1052563157249958,5,0.34112,0.08072863184769084,5,0.20798,0.06073892491639938,5
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,UPL,0.91942,0.020808579961160284,5,0.8646,0.06677540714963859,5,0.88968,0.03393179924495607,5,0.80256,0.05318277916769673,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,EMW,0.58496,0.14973006712080242,5,0.65276,0.09130434272256714,5,0.6070800000000001,0.0863588559442516,5,0.44028,0.08969413024273107,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,FSW,0.5005,0.06311354846623665,5,0.53628,0.12289600074860042,5,0.51216,0.0728337009906815,5,0.34668,0.06294161580385427,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,SSW,0.43065999999999993,0.09700241234113718,5,0.49686,0.07126210774317585,5,0.45542,0.06791838484534214,5,0.29691999999999996,0.059615660694149836,5
flddeg_chmret_leafoff,flddeg,chmret,leafoff,chmret_leafoff,UPL,0.9116799999999999,0.023019165927548293,5,0.87144,0.03538266524726477,5,0.8905799999999999,0.01862141240615217,5,0.8031200000000001,0.029860123911330305,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,EMW,0.57994,0.10939217522291068,5,0.45355999999999996,0.21207643197677578,5,0.48944,0.15428338536602054,5,0.3347,0.13073933990960793,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,FSW,0.45212,0.07883043194097061,5,0.46918,0.09043827729451727,5,0.45354,0.054582121615049,5,0.29456,0.04596447541308397,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,SSW,0.33828,0.04349743670608649,5,0.33516,0.0976007838083281,5,0.33432,0.06940516551381462,5,0.20234000000000002,0.04880699744913634,5
nwi_chmret_leafoff,nwi,chmret,leafoff,chmret_leafoff,UPL,0.88156,0.019742922782607423,5,0.8858,0.06676117883920263,5,0.8825200000000001,0.03493954779329573,5,0.79112,0.05524985972832866,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,EMW,0.56612,0.11800613119664588,5,0.51312,0.18440788215258044,5,0.5330600000000001,0.14783019989163243,5,0.37444,0.13711552793174084,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,FSW,0.47782,0.09127878723997157,5,0.48773999999999995,0.09966166765612545,5,0.47454,0.05997401937505936,5,0.31262,0.04947546866882618,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,SSW,0.35852,0.09234937465949622,5,0.50122,0.15200979244772353,5,0.41584000000000004,0.11025666873255338,5,0.26732,0.08708143889486442,5
nwiextra_chmret_leafoff,nwiextra,chmret,leafoff,chmret_leafoff,UPL,0.905,0.02713807288662924,5,0.87156,0.06303338797811839,5,0.88652,0.031166841354234132,5,0.7973,0.04993625937132253,5
nwifield_chmret_leafoff,nwifield,chmret,leafoff,chmret_leafoff,EMW,0.59114,0.1565235541380274,5,0.62768,0.19835845583186013,5,0.5988,0.1499301504034462,5,0.4396,0.14369605074601044,5
nwifield_chmret_leafoff,nwifield,chmret,leafoff,chmret_leafoff,FSW,0.50826,0.0741302097663294,5,0.58158,0.11071308414094516,5,0.53208,0.042085472552889296,5,0.36341999999999997,0.04042532622008139,5
