config,level_sort,macro_f1_mean,macro_f1_std,mean_iou_mean,mean_iou_std,train_patches,iou_EMW_mean,iou_EMW_std,iou_FSW_mean,iou_FSW_std,iou_SSW_mean,iou_SSW_std,iou_UPL_mean,iou_UPL_std
fld_chmret_leafoff,100.0,0.6108333333333333,0.028508302884130712,0.46740000000000004,0.022705946357727536,70.0,0.3031,0.06767665771889153,0.49239999999999995,0.01780645950210205,0.28123333333333334,0.06044471303044901,0.7928333333333333,0.009907741081262359
fld_chmret_leafoff,200.0,0.6419333333333334,0.03162788853738634,0.4998666666666667,0.028311187423584582,140.0,0.3694,0.07499786663632507,0.5262333333333333,0.015043381712013205,0.28753333333333336,0.0797548953565443,0.8161999999999999,0.008414867794564546
fld_chmret_leafoff,300.0,0.6835,0.02946642156760813,0.5421,0.027986961249839154,210.0,0.4520666666666666,0.07195209054178575,0.5339,0.01749399897107577,0.3347,0.052957813398968795,0.8479333333333333,0.012330990768520348
fld_chmret_leafoff,400.0,0.6911,0.034990998842559434,0.5507000000000001,0.03580167593842499,280.0,0.45976666666666666,0.09075286955977388,0.5406666666666667,0.057101868037160906,0.3496333333333333,0.047374711960426016,0.8527333333333335,0.011837370203441912
fld_chmret_leafoff,500.0,0.7205,0.03557850474654605,0.5845333333333333,0.03618692213125253,350.0,0.5183,0.08728350359604041,0.5775666666666667,0.018481432123440295,0.3713666666666667,0.06958551094396975,0.8710333333333334,0.003970306453327477
fld_chmret_leafoff,inf,0.7202666666666667,0.037114732025616645,0.5835333333333333,0.039043864221325955,387.0,0.5239666666666666,0.06265639100150384,0.5781000000000001,0.03549690127320973,0.3684,0.06967775828770613,0.8636666666666667,0.006453164598345037
