config,label,lidar,spectral,featureset,seed,macro_f1,macro_recall,macro_precision,mean_iou,overall_accuracy,in_channels,git_commit,class,precision,recall,f1,iou,support
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,0,0.8519,0.8564,0.84945,0.7426,0.855,18,unknown,WET,0.7993,0.8642,0.8304,0.71,2154371
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,0,0.8519,0.8564,0.84945,0.7426,0.855,18,unknown,UPL,0.8996,0.8486,0.8733,0.7752,3088482
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,1,0.8507,0.85225,0.8495999999999999,0.7406,0.8526,18,unknown,WET,0.8187,0.8497,0.8339,0.7152,2654734
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,1,0.8507,0.85225,0.8495999999999999,0.7406,0.8526,18,unknown,UPL,0.8805,0.8548,0.8675,0.766,3440085
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,2,0.8241,0.8315,0.8244,0.7011,0.8252,18,unknown,WET,0.7548,0.8745,0.8103,0.681,2545399
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,2,0.8241,0.8315,0.8244,0.7011,0.8252,18,unknown,UPL,0.894,0.7885,0.838,0.7211,3418375
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,3,0.7773,0.7595,0.8056,0.6505,0.8377,18,unknown,WET,0.75,0.5911,0.6612,0.4939,2474845
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,3,0.7773,0.7595,0.8056,0.6505,0.8377,18,unknown,UPL,0.8612,0.9279,0.8933,0.8072,6765731
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,4,0.8438,0.85895,0.8322499999999999,0.7362,0.8751,18,unknown,WET,0.7286,0.8254,0.774,0.6313,2343389
fld_nolidar_leafon,fld,nolidar,leafon,nolidar_leafon,4,0.8438,0.85895,0.8322499999999999,0.7362,0.8751,18,unknown,UPL,0.9359,0.8925,0.9137,0.8411,6700579
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,0,0.8569,0.861,0.85445,0.7502,0.86,22,unknown,WET,0.8071,0.8664,0.8357,0.7178,2154371
fld_nolidar_leafoff,fld,nolidar,leafoff,nolidar_leafoff,0,0.8569,0.861,0.85445,0.7502,0.86,22,unknown,UPL,0.9018,0.8556,0.8781,0.7827,3088482
