config,seed,class,channel_index,geomorphon_value,geomorphon_form,mean_abs_shap
fld_chmret_leafoff,1,UPL,8,9,valley,1.4746829037903808e-05
fld_chmret_leafoff,1,UPL,9,10,pit,3.13619852931879e-06
fld_chmret_leafoff,1,overall,0,1,flat,2.9063936381135136e-05
fld_chmret_leafoff,1,overall,1,2,peak,3.215581727999961e-06
fld_chmret_leafoff,1,overall,2,3,ridge,8.034724487515632e-06
fld_chmret_leafoff,1,overall,3,4,shoulder,1.122706635214854e-05
fld_chmret_leafoff,1,overall,4,5,spur,1.3709643098991364e-05
fld_chmret_leafoff,1,overall,5,6,slope,3.384732553968206e-05
fld_chmret_leafoff,1,overall,6,7,hollow,9.441010661248583e-06
fld_chmret_leafoff,1,overall,7,8,footslope,1.5069444998516701e-05
fld_chmret_leafoff,1,overall,8,9,valley,1.5498892025789246e-05
fld_chmret_leafoff,1,overall,9,10,pit,3.2719858609198127e-06
fld_chmret_leafoff,2,WET,0,1,flat,4.880362030235119e-05
fld_chmret_leafoff,2,WET,1,2,peak,4.166352482570801e-06
fld_chmret_leafoff,2,WET,2,3,ridge,1.3216429579188116e-05
fld_chmret_leafoff,2,WET,3,4,shoulder,1.0934284546237905e-05
fld_chmret_leafoff,2,WET,4,5,spur,1.4680163985758554e-05
fld_chmret_leafoff,2,WET,5,6,slope,4.883544170297682e-05
fld_chmret_leafoff,2,WET,6,7,hollow,1.292922388529405e-05
fld_chmret_leafoff,2,WET,7,8,footslope,2.138284980901517e-05
fld_chmret_leafoff,2,WET,8,9,valley,2.881803629861679e-05
fld_chmret_leafoff,2,WET,9,10,pit,4.2760079850268085e-06
fld_chmret_leafoff,2,UPL,0,1,flat,5.458830128191039e-05
fld_chmret_leafoff,2,UPL,1,2,peak,4.501340299611911e-06
fld_chmret_leafoff,2,UPL,2,3,ridge,1.4204601939127315e-05
fld_chmret_leafoff,2,UPL,3,4,shoulder,1.181264997285325e-05
fld_chmret_leafoff,2,UPL,4,5,spur,1.6168873116839677e-05
fld_chmret_leafoff,2,UPL,5,6,slope,5.395275729824789e-05
fld_chmret_leafoff,2,UPL,6,7,hollow,1.3734350432059728e-05
fld_chmret_leafoff,2,UPL,7,8,footslope,2.2380623704520985e-05
fld_chmret_leafoff,2,UPL,8,9,valley,2.992888039443642e-05
fld_chmret_leafoff,2,UPL,9,10,pit,4.4469429667515215e-06
fld_chmret_leafoff,2,overall,0,1,flat,5.1695962611120194e-05
fld_chmret_leafoff,2,overall,1,2,peak,4.333846391091356e-06
fld_chmret_leafoff,2,overall,2,3,ridge,1.3710516213905066e-05
fld_chmret_leafoff,2,overall,3,4,shoulder,1.1373467714292929e-05
fld_chmret_leafoff,2,overall,4,5,spur,1.5424519006046467e-05
fld_chmret_leafoff,2,overall,5,6,slope,5.139409768162295e-05
fld_chmret_leafoff,2,overall,6,7,hollow,1.3331787158676889e-05
fld_chmret_leafoff,2,overall,7,8,footslope,2.1881736756768078e-05
fld_chmret_leafoff,2,overall,8,9,valley,2.9373459256021306e-05
fld_chmret_leafoff,2,overall,9,10,pit,4.361475475889165e-06
fld_chmret_leafoff,3,WET,0,1,flat,2.0877620045212097e-05
fld_chmret_leafoff,3,WET,1,2,peak,2.4769649371592095e-06
fld_chmret_leafoff,3,WET,2,3,ridge,1.1745380106731318e-05
fld_chmret_leafoff,3,WET,3,4,shoulder,1.547733882034663e-05
fld_chmret_leafoff,3,WET,4,5,spur,1.3411525287665427e-05
fld_chmret_leafoff,3,WET,5,6,slope,3.4041473554680124e-05
fld_chmret_leafoff,3,WET,6,7,hollow,1.3749762729275972e-05
fld_chmret_leafoff,3,WET,7,8,footslope,1.9099759811069816e-05
fld_chmret_leafoff,3,WET,8,9,valley,1.734119541652035e-05
fld_chmret_leafoff,3,WET,9,10,pit,6.081444553274196e-06
fld_chmret_leafoff,3,UPL,0,1,flat,2.595997284515761e-05
fld_chmret_leafoff,3,UPL,1,2,peak,3.0481614885502495e-06
fld_chmret_leafoff,3,UPL,2,3,ridge,1.3991599189466797e-05
fld_chmret_leafoff,3,UPL,3,4,shoulder,2.0104720533709042e-05
fld_chmret_leafoff,3,UPL,4,5,spur,1.567259823787026e-05
fld_chmret_leafoff,3,UPL,5,6,slope,4.146733044763096e-05
fld_chmret_leafoff,3,UPL,6,7,hollow,1.6764526662882417e-05
fld_chmret_leafoff,3,UPL,7,8,footslope,2.4367720470763743e-05
fld_chmret_leafoff,3,UPL,8,9,valley,2.1482512238435447e-05
fld_chmret_leafoff,3,UPL,9,10,pit,7.4327954280306585e-06
fld_chmret_leafoff,3,overall,0,1,flat,2.3418797354679555e-05
fld_chmret_leafoff,3,overall,1,2,peak,2.7625633265415672e-06
fld_chmret_leafoff,3,overall,2,3,ridge,1.2868489648099057e-05
fld_chmret_leafoff,3,overall,3,4,shoulder,1.7791029677027836e-05
fld_chmret_leafoff,3,overall,4,5,spur,1.4542061762767844e-05
fld_chmret_leafoff,3,overall,5,6,slope,3.775440200115554e-05
fld_chmret_leafoff,3,overall,6,7,hollow,1.5257144696079195e-05
fld_chmret_leafoff,3,overall,7,8,footslope,2.173374014091678e-05
fld_chmret_leafoff,3,overall,8,9,valley,1.94118547369726e-05
fld_chmret_leafoff,3,overall,9,10,pit,6.757119990652427e-06
fld_chmret_leafoff,4,WET,0,1,flat,3.85740386263933e-05
fld_chmret_leafoff,4,WET,1,2,peak,2.058892505374388e-06
fld_chmret_leafoff,4,WET,2,3,ridge,2.0625493561965413e-05
fld_chmret_leafoff,4,WET,3,4,shoulder,1.6436577425338328e-05
fld_chmret_leafoff,4,WET,4,5,spur,2.319825580343604e-05
fld_chmret_leafoff,4,WET,5,6,slope,5.717559906770475e-05
fld_chmret_leafoff,4,WET,6,7,hollow,1.9721468561328948e-05
fld_chmret_leafoff,4,WET,7,8,footslope,2.5230392566299997e-05
fld_chmret_leafoff,4,WET,8,9,valley,2.4304634280269966e-05
fld_chmret_leafoff,4,WET,9,10,pit,6.249038960959297e-06
fld_chmret_leafoff,4,UPL,0,1,flat,3.396897955099121e-05
fld_chmret_leafoff,4,UPL,1,2,peak,1.7543109152029501e-06
fld_chmret_leafoff,4,UPL,2,3,ridge,1.7372853108099662e-05
fld_chmret_leafoff,4,UPL,3,4,shoulder,1.435629565094132e-05
fld_chmret_leafoff,4,UPL,4,5,spur,1.944883661053609e-05
fld_chmret_leafoff,4,UPL,5,6,slope,4.860875924350694e-05
fld_chmret_leafoff,4,UPL,6,7,hollow,1.6664775102981366e-05
fld_chmret_leafoff,4,UPL,7,8,footslope,2.196359127992764e-05
fld_chmret_leafoff,4,UPL,8,9,valley,2.08743385883281e-05
fld_chmret_leafoff,4,UPL,9,10,pit,5.341872110875556e-06
fld_chmret_leafoff,4,overall,0,1,flat,3.627150726970285e-05
fld_chmret_leafoff,4,overall,1,2,peak,1.906601710288669e-06
fld_chmret_leafoff,4,overall,2,3,ridge,1.8999173335032538e-05
fld_chmret_leafoff,4,overall,3,4,shoulder,1.5396435628645122e-05
fld_chmret_leafoff,4,overall,4,5,spur,2.1323547116480768e-05
fld_chmret_leafoff,4,overall,5,6,slope,5.289218097459525e-05
fld_chmret_leafoff,4,overall,6,7,hollow,1.8193120922660455e-05
fld_chmret_leafoff,4,overall,7,8,footslope,2.359699283260852e-05
fld_chmret_leafoff,4,overall,8,9,valley,2.2589487343793735e-05
fld_chmret_leafoff,4,overall,9,10,pit,5.795455763291102e-06
fld_chmret_leafon,0,WET,0,1,flat,6.644889072049409e-05
fld_chmret_leafon,0,WET,1,2,peak,3.1785534702066798e-06
fld_chmret_leafon,0,WET,2,3,ridge,1.9368606444913894e-05
fld_chmret_leafon,0,WET,3,4,shoulder,2.6425395844853483e-05
fld_chmret_leafon,0,WET,4,5,spur,2.0782419596798718e-05
fld_chmret_leafon,0,WET,5,6,slope,5.9086996770929545e-05
fld_chmret_leafon,0,WET,6,7,hollow,2.0836005205637775e-05
fld_chmret_leafon,0,WET,7,8,footslope,2.8704842407023534e-05
fld_chmret_leafon,0,WET,8,9,valley,3.2604548323433846e-05
fld_chmret_leafon,0,WET,9,10,pit,7.122785063984338e-06
fld_chmret_leafon,0,UPL,0,1,flat,7.799059676472098e-05
fld_chmret_leafon,0,UPL,1,2,peak,3.587466153476271e-06
fld_chmret_leafon,0,UPL,2,3,ridge,2.1432470020954497e-05
fld_chmret_leafon,0,UPL,3,4,shoulder,3.1034818675834686e-05
fld_chmret_leafon,0,UPL,4,5,spur,2.2836056814412586e-05
fld_chmret_leafon,0,UPL,5,6,slope,6.446814222726971e-05
fld_chmret_leafon,0,UPL,6,7,hollow,2.375229450990446e-05
fld_chmret_leafon,0,UPL,7,8,footslope,3.3385451388312504e-05
fld_chmret_leafon,0,UPL,8,9,valley,3.705203562276438e-05
fld_chmret_leafon,0,UPL,9,10,pit,8.128068657242693e-06
fld_chmret_leafon,0,overall,0,1,flat,7.221974374260753e-05
fld_chmret_leafon,0,overall,1,2,peak,3.3830096981546376e-06
fld_chmret_leafon,0,overall,2,3,ridge,2.0400537323439494e-05
fld_chmret_leafon,0,overall,3,4,shoulder,2.8730108169838786e-05
fld_chmret_leafon,0,overall,4,5,spur,2.1809239115100354e-05
fld_chmret_leafon,0,overall,5,6,slope,6.177756586112082e-05
fld_chmret_leafon,0,overall,6,7,hollow,2.2294148948276415e-05
fld_chmret_leafon,0,overall,7,8,footslope,3.104514689766802e-05
fld_chmret_leafon,0,overall,8,9,valley,3.482829197309911e-05
fld_chmret_leafon,0,overall,9,10,pit,7.625426860613516e-06
fld_chmret_leafon,1,WET,0,1,flat,7.733514212304726e-05
fld_chmret_leafon,1,WET,1,2,peak,9.135301297646947e-06
fld_chmret_leafon,1,WET,2,3,ridge,2.0655137632275e-05
fld_chmret_leafon,1,WET,3,4,shoulder,4.209079634165391e-05
fld_chmret_leafon,1,WET,4,5,spur,2.0657073037000373e-05
fld_chmret_leafon,1,WET,5,6,slope,6.15906246821396e-05
fld_chmret_leafon,1,WET,6,7,hollow,2.340978608117439e-05
fld_chmret_leafon,1,WET,7,8,footslope,3.848137566819787e-05
fld_chmret_leafon,1,WET,8,9,valley,3.7537327443715185e-05
fld_chmret_leafon,1,WET,9,10,pit,7.702306902501732e-06
fld_chmret_leafon,1,UPL,0,1,flat,5.715771112591028e-05
fld_chmret_leafon,1,UPL,1,2,peak,6.922939974174369e-06
fld_chmret_leafon,1,UPL,2,3,ridge,1.588203667779453e-05
fld_chmret_leafon,1,UPL,3,4,shoulder,3.1033905543154106e-05
fld_chmret_leafon,1,UPL,4,5,spur,1.6615993445157073e-05
fld_chmret_leafon,1,UPL,5,6,slope,4.846309821004979e-05
fld_chmret_leafon,1,UPL,6,7,hollow,1.8163531422032975e-05
fld_chmret_leafon,1,UPL,7,8,footslope,2.867838520614896e-05
fld_chmret_leafon,1,UPL,8,9,valley,2.8931553970323876e-05
fld_chmret_leafon,1,UPL,9,10,pit,5.957495432085125e-06
fld_chmret_leafon,1,overall,0,1,flat,6.724642298649997e-05
fld_chmret_leafon,1,overall,1,2,peak,8.029121090658009e-06
fld_chmret_leafon,1,overall,2,3,ridge,1.8268587155034766e-05
fld_chmret_leafon,1,overall,3,4,shoulder,3.6562349123414606e-05
fld_chmret_leafon,1,overall,4,5,spur,1.863653233158402e-05
fld_chmret_leafon,1,overall,5,6,slope,5.5026859627105296e-05
fld_chmret_leafon,1,overall,6,7,hollow,2.078665784210898e-05
fld_chmret_leafon,1,overall,7,8,footslope,3.357987952767871e-05
fld_chmret_leafon,1,overall,8,9,valley,3.3234442526008934e-05
fld_chmret_leafon,1,overall,9,10,pit,6.829901394667104e-06
fld_chmret_leafon,2,WET,0,1,flat,0.00010833308624569327
fld_chmret_leafon,2,WET,1,2,peak,5.56556869923952e-06
fld_chmret_leafon,2,WET,2,3,ridge,2.4109998776111752e-05
fld_chmret_leafon,2,WET,3,4,shoulder,3.5319819289725274e-05
fld_chmret_leafon,2,WET,4,5,spur,2.3594624508405104e-05
fld_chmret_leafon,2,WET,5,6,slope,8.307631651405245e-05
fld_chmret_leafon,2,WET,6,7,hollow,2.7682708605425432e-05
fld_chmret_leafon,2,WET,7,8,footslope,5.2014416723977774e-05
fld_chmret_leafon,2,WET,8,9,valley,4.548503420664929e-05
fld_chmret_leafon,2,WET,9,10,pit,6.674262294836808e-06
fld_chmret_leafon,2,UPL,0,1,flat,7.496034231735393e-05
fld_chmret_leafon,2,UPL,1,2,peak,3.857240699289832e-06
fld_chmret_leafon,2,UPL,2,3,ridge,1.703733141766861e-05
fld_chmret_leafon,2,UPL,3,4,shoulder,2.449175008223392e-05
fld_chmret_leafon,2,UPL,4,5,spur,1.752571370161604e-05
fld_chmret_leafon,2,UPL,5,6,slope,6.124162609921768e-05
fld_chmret_leafon,2,UPL,6,7,hollow,2.0490500901360065e-05
fld_chmret_leafon,2,UPL,7,8,footslope,3.6287776310928166e-05
fld_chmret_leafon,2,UPL,8,9,valley,3.255978663219139e-05
fld_chmret_leafon,2,UPL,9,10,pit,4.990112756786402e-06
fld_chmret_leafon,2,overall,0,1,flat,9.164671064354479e-05
fld_chmret_leafon,2,overall,1,2,peak,4.711404471891001e-06
fld_chmret_leafon,2,overall,2,3,ridge,2.057366509689018e-05
fld_chmret_leafon,2,overall,3,4,shoulder,2.9905784685979597e-05
fld_chmret_leafon,2,overall,4,5,spur,2.056016819551587e-05
fld_chmret_leafon,2,overall,5,6,slope,7.215897494461387e-05
fld_chmret_leafon,2,overall,6,7,hollow,2.408660475339275e-05
fld_chmret_leafon,2,overall,7,8,footslope,4.415109651745297e-05
fld_chmret_leafon,2,overall,8,9,valley,3.9022408600430936e-05
fld_chmret_leafon,2,overall,9,10,pit,5.832187525811605e-06
fld_chmret_leafon,3,WET,0,1,flat,2.6214420358883217e-05
fld_chmret_leafon,3,WET,1,2,peak,4.449885182111757e-06
fld_chmret_leafon,3,WET,2,3,ridge,1.3207082702137996e-05
fld_chmret_leafon,3,WET,3,4,shoulder,1.7576710888533853e-05
fld_chmret_leafon,3,WET,4,5,spur,1.3644174032378942e-05
fld_chmret_leafon,3,WET,5,6,slope,3.3976375561906025e-05
fld_chmret_leafon,3,WET,6,7,hollow,1.405552484357031e-05
fld_chmret_leafon,3,WET,7,8,footslope,2.4132792532327585e-05
fld_chmret_leafon,3,WET,8,9,valley,2.782799674605485e-05
fld_chmret_leafon,3,WET,9,10,pit,7.216628091555322e-06
fld_chmret_leafon,3,UPL,0,1,flat,3.246123742428608e-05
fld_chmret_leafon,3,UPL,1,2,peak,5.396344931796193e-06
fld_chmret_leafon,3,UPL,2,3,ridge,1.6440986655652523e-05
fld_chmret_leafon,3,UPL,3,4,shoulder,2.169506660720799e-05
fld_chmret_leafon,3,UPL,4,5,spur,1.7382893929607235e-05
fld_chmret_leafon,3,UPL,5,6,slope,4.186038131592795e-05
fld_chmret_leafon,3,UPL,6,7,hollow,1.7541506167617626e-05
fld_chmret_leafon,3,UPL,7,8,footslope,2.863857298507355e-05
fld_chmret_leafon,3,UPL,8,9,valley,3.260513040004298e-05
fld_chmret_leafon,3,UPL,9,10,pit,8.922675078792963e-06
fld_chmret_leafon,3,overall,0,1,flat,2.933782889158465e-05
fld_chmret_leafon,3,overall,1,2,peak,4.9231148295802996e-06
fld_chmret_leafon,3,overall,2,3,ridge,1.4824034224147908e-05
fld_chmret_leafon,3,overall,3,4,shoulder,1.9635888747870922e-05
fld_chmret_leafon,3,overall,4,5,spur,1.551353489048779e-05
fld_chmret_leafon,3,overall,5,6,slope,3.7918376619927585e-05
fld_chmret_leafon,3,overall,6,7,hollow,1.579851596034132e-05
fld_chmret_leafon,3,overall,7,8,footslope,2.6385681849205866e-05
fld_chmret_leafon,3,overall,8,9,valley,3.0216564482543617e-05
fld_chmret_leafon,3,overall,9,10,pit,8.069651812547818e-06
fld_chmret_leafon,4,WET,0,1,flat,3.899768125847913e-05
fld_chmret_leafon,4,WET,1,2,peak,2.891193844334339e-06
fld_chmret_leafon,4,WET,2,3,ridge,2.1683470549760386e-05
fld_chmret_leafon,4,WET,3,4,shoulder,1.9086040992988274e-05
fld_chmret_leafon,4,WET,4,5,spur,2.0059913367731497e-05
fld_chmret_leafon,4,WET,5,6,slope,4.4109663576819e-05
fld_chmret_leafon,4,WET,6,7,hollow,1.5068037100718357e-05
fld_chmret_leafon,4,WET,7,8,footslope,2.6169978809775785e-05
fld_chmret_leafon,4,WET,8,9,valley,2.344075073779095e-05
fld_chmret_leafon,4,WET,9,10,pit,5.821349077450577e-06
fld_chmret_leafon,4,UPL,0,1,flat,3.730967364390381e-05
fld_chmret_leafon,4,UPL,1,2,peak,2.6545108084974345e-06
fld_chmret_leafon,4,UPL,2,3,ridge,1.9420649550738744e-05
fld_chmret_leafon,4,UPL,3,4,shoulder,1.8235810784972273e-05
fld_chmret_leafon,4,UPL,4,5,spur,1.695109676802531e-05
fld_chmret_leafon,4,UPL,5,6,slope,4.081138104083948e-05
fld_chmret_leafon,4,UPL,6,7,hollow,1.333294676442165e-05
fld_chmret_leafon,4,UPL,7,8,footslope,2.4722530724829994e-05
fld_chmret_leafon,4,UPL,8,9,valley,2.1718567950301804e-05
fld_chmret_leafon,4,UPL,9,10,pit,5.453549874800956e-06
fld_chmret_leafon,4,overall,0,1,flat,3.815367745119147e-05
fld_chmret_leafon,4,overall,1,2,peak,2.7728524401027244e-06
fld_chmret_leafon,4,overall,2,3,ridge,2.0552059140754864e-05
fld_chmret_leafon,4,overall,3,4,shoulder,1.866092497948557e-05
fld_chmret_leafon,4,overall,4,5,spur,1.8505505067878403e-05
fld_chmret_leafon,4,overall,5,6,slope,4.2460524127818644e-05
fld_chmret_leafon,4,overall,6,7,hollow,1.4200491932570003e-05
fld_chmret_leafon,4,overall,7,8,footslope,2.5446253857808188e-05
fld_chmret_leafon,4,overall,8,9,valley,2.2579659344046377e-05
fld_chmret_leafon,4,overall,9,10,pit,5.637449248752091e-06
fld_nolidar_leafoff,0,WET,0,1,flat,7.07453946233727e-05
fld_nolidar_leafoff,0,WET,1,2,peak,4.430872650118545e-06
fld_nolidar_leafoff,0,WET,2,3,ridge,2.0678564396803267e-05
fld_nolidar_leafoff,0,WET,3,4,shoulder,2.8820189982070588e-05
fld_nolidar_leafoff,0,WET,4,5,spur,2.651926115504466e-05
fld_nolidar_leafoff,0,WET,5,6,slope,5.6161814427468926e-05
fld_nolidar_leafoff,0,WET,6,7,hollow,2.4276210751850158e-05
fld_nolidar_leafoff,0,WET,7,8,footslope,3.229078356525861e-05
fld_nolidar_leafoff,0,WET,8,9,valley,4.1775569115998223e-05
fld_nolidar_leafoff,0,WET,9,10,pit,9.657078408054076e-06
fld_nolidar_leafoff,0,UPL,0,1,flat,8.548655023332685e-05
fld_nolidar_leafoff,0,UPL,1,2,peak,5.172582859813701e-06
fld_nolidar_leafoff,0,UPL,2,3,ridge,2.3921524189063348e-05
fld_nolidar_leafoff,0,UPL,3,4,shoulder,3.5123288398608565e-05
fld_nolidar_leafoff,0,UPL,4,5,spur,2.9848630219930783e-05
fld_nolidar_leafoff,0,UPL,5,6,slope,6.523649790324271e-05
fld_nolidar_leafoff,0,UPL,6,7,hollow,2.8549187845783308e-05
fld_nolidar_leafoff,0,UPL,7,8,footslope,3.872645174851641e-05
fld_nolidar_leafoff,0,UPL,8,9,valley,4.8915295337792486e-05
fld_nolidar_leafoff,0,UPL,9,10,pit,1.1353122317814268e-05
fld_nolidar_leafoff,0,overall,0,1,flat,7.811597606632859e-05
fld_nolidar_leafoff,0,overall,1,2,peak,4.801727754966123e-06
fld_nolidar_leafoff,0,overall,2,3,ridge,2.2300044292933308e-05
fld_nolidar_leafoff,0,overall,3,4,shoulder,3.197174009983428e-05
fld_nolidar_leafoff,0,overall,4,5,spur,2.818394568748772e-05
fld_nolidar_leafoff,0,overall,5,6,slope,6.0699156165355816e-05
fld_nolidar_leafoff,0,overall,6,7,hollow,2.6412699298816733e-05
fld_nolidar_leafoff,0,overall,7,8,footslope,3.5508615837898105e-05
fld_nolidar_leafoff,0,overall,8,9,valley,4.534543404588476e-05
fld_nolidar_leafoff,0,overall,9,10,pit,1.0505100362934172e-05
fld_nolidar_leafoff,1,WET,0,1,flat,7.959317736094818e-05
fld_nolidar_leafoff,1,WET,1,2,peak,6.7434361881169025e-06
fld_nolidar_leafoff,1,WET,2,3,ridge,1.860883094195742e-05
fld_nolidar_leafoff,1,WET,3,4,shoulder,3.1419309379998595e-05
fld_nolidar_leafoff,1,WET,4,5,spur,2.0971809135517105e-05
fld_nolidar_leafoff,1,WET,5,6,slope,6.568185926880687e-05
fld_nolidar_leafoff,1,WET,6,7,hollow,2.6972771593136713e-05
fld_nolidar_leafoff,1,WET,7,8,footslope,4.0633971366332844e-05
fld_nolidar_leafoff,1,WET,8,9,valley,4.774724584422074e-05
fld_nolidar_leafoff,1,WET,9,10,pit,7.462658686563373e-06
fld_nolidar_leafoff,1,UPL,0,1,flat,6.030792064848356e-05
fld_nolidar_leafoff,1,UPL,1,2,peak,5.1159390750399325e-06
fld_nolidar_leafoff,1,UPL,2,3,ridge,1.4276925867307e-05
fld_nolidar_leafoff,1,UPL,3,4,shoulder,2.373517600062769e-05
fld_nolidar_leafoff,1,UPL,4,5,spur,1.6454290744150057e-05
fld_nolidar_leafoff,1,UPL,5,6,slope,5.082795905764215e-05
fld_nolidar_leafoff,1,UPL,6,7,hollow,2.091934766212944e-05
fld_nolidar_leafoff,1,UPL,7,8,footslope,3.059814844164066e-05
fld_nolidar_leafoff,1,UPL,8,9,valley,3.6753874155692756e-05
fld_nolidar_leafoff,1,UPL,9,10,pit,5.83384689889499e-06
fld_nolidar_leafoff,1,overall,0,1,flat,6.995054718572646e-05
fld_nolidar_leafoff,1,overall,1,2,peak,5.9296876315784175e-06
fld_nolidar_leafoff,1,overall,2,3,ridge,1.644287840463221e-05
fld_nolidar_leafoff,1,overall,3,4,shoulder,2.7577243599807844e-05
fld_nolidar_leafoff,1,overall,4,5,spur,1.871304993983358e-05
fld_nolidar_leafoff,1,overall,5,6,slope,5.8254910982213914e-05
fld_nolidar_leafoff,1,overall,6,7,hollow,2.3946060537127778e-05
fld_nolidar_leafoff,1,overall,7,8,footslope,3.561605990398675e-05
fld_nolidar_leafoff,1,overall,8,9,valley,4.225056181894615e-05
fld_nolidar_leafoff,1,overall,9,10,pit,6.648252565355506e-06
fld_nolidar_leafoff,2,WET,0,1,flat,7.386585639324039e-05
fld_nolidar_leafoff,2,WET,1,2,peak,5.3349381232692394e-06
fld_nolidar_leafoff,2,WET,2,3,ridge,1.791861177480314e-05
fld_nolidar_leafoff,2,WET,3,4,shoulder,1.6813630281831138e-05
fld_nolidar_leafoff,2,WET,4,5,spur,1.6907886674744077e-05
fld_nolidar_leafoff,2,WET,5,6,slope,6.435006798710674e-05
fld_nolidar_leafoff,2,WET,6,7,hollow,1.9840665117953904e-05
fld_nolidar_leafoff,2,WET,7,8,footslope,3.610935891629197e-05
fld_nolidar_leafoff,2,WET,8,9,valley,3.403929804335348e-05
fld_nolidar_leafoff,2,WET,9,10,pit,5.9492776927072555e-06
fld_nolidar_leafoff,2,UPL,0,1,flat,5.3303818276617676e-05
fld_nolidar_leafoff,2,UPL,1,2,peak,3.84818531529163e-06
fld_nolidar_leafoff,2,UPL,2,3,ridge,1.3060171113465913e-05
fld_nolidar_leafoff,2,UPL,3,4,shoulder,1.1725389413186349e-05
fld_nolidar_leafoff,2,UPL,4,5,spur,1.2651218639803119e-05
fld_nolidar_leafoff,2,UPL,5,6,slope,4.8286405217368156e-05
fld_nolidar_leafoff,2,UPL,6,7,hollow,1.5436460671480745e-05
fld_nolidar_leafoff,2,UPL,7,8,footslope,2.5817606001510285e-05
fld_nolidar_leafoff,2,UPL,8,9,valley,2.5510889827273786e-05
fld_nolidar_leafoff,2,UPL,9,10,pit,4.701554189523449e-06
fld_nolidar_leafoff,2,overall,0,1,flat,6.358484097290784e-05
fld_nolidar_leafoff,2,overall,1,2,peak,4.591561719280435e-06
fld_nolidar_leafoff,2,overall,2,3,ridge,1.5489391444134526e-05
fld_nolidar_leafoff,2,overall,3,4,shoulder,1.4269509847508743e-05
fld_nolidar_leafoff,2,overall,4,5,spur,1.4779552657273598e-05
