config,mode,arch,params,gflops,sec_per_epoch,epochs_run,fit_seconds,params_x_baseline
fld_chmret_leafoff,multiclass,unet,125266628.0,122.0,13.080000000000002,47.6,624.5400000000001,1.0
fld_chmret_leafoff,multiclass,unet3plus,99797528.0,533.0,22.0,31.6,695.92,0.7966808845529074
fld_chmret_leafoff,multiclass,mbfusion,162012860.0,143.0,13.324000000000002,43.6,580.5600000000001,1.2933441458965431
